"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 04:00","2022","04","02","04:00","6.1","","1.7","","73","","","","26","","7","","32.2","","101.75","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 05:00","2022","04","02","05:00","5.8","","0.8","","70","","","","25","","16","","32.2","","101.81","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 06:00","2022","04","02","06:00","6.2","","0.0","","64","","","","26","","13","","48.3","","101.87","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 07:00","2022","04","02","07:00","7.0","","1.2","","66","","","","24","","16","","48.3","","101.94","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 08:00","2022","04","02","08:00","7.7","","1.3","","64","","","","22","","15","","48.3","","102.00","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 09:00","2022","04","02","09:00","8.5","","1.6","","62","","","","19","","11","","48.3","","102.04","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 10:00","2022","04","02","10:00","10.4","","1.6","","54","","","","21","","8","","48.3","","102.06","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 11:00","2022","04","02","11:00","10.7","","1.9","","54","","","","23","","16","","48.3","","102.09","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 12:00","2022","04","02","12:00","10.7","","1.5","","53","","","","20","","20","","48.3","","102.10","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 13:00","2022","04","02","13:00","10.2","","2.1","","57","","","","16","","25","","48.3","","102.11","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 14:00","2022","04","02","14:00","9.9","","3.4","","64","","","","14","","21","","48.3","","102.09","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 15:00","2022","04","02","15:00","10.6","","3.9","","63","","","","13","","21","","48.3","","102.05","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 16:00","2022","04","02","16:00","10.3","","3.2","","61","","","","13","","18","","48.3","","102.05","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 17:00","2022","04","02","17:00","11.2","","3.7","","60","","","","20","","14","","48.3","","101.99","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 18:00","2022","04","02","18:00","10.6","","2.5","","57","","","","22","","16","","48.3","","101.96","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 19:00","2022","04","02","19:00","9.7","","2.9","","62","","","","23","","5","","48.3","","101.93","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 20:00","2022","04","02","20:00","8.9","","3.4","","68","","","","27","","9","","48.3","","101.90","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 21:00","2022","04","02","21:00","9.1","","3.0","","66","","","","26","","8","","48.3","","101.86","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 22:00","2022","04","02","22:00","8.1","","3.5","","73","","","","12","","5","","48.3","","101.76","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-02 23:00","2022","04","02","23:00","7.9","","4.6","","79","","","","12","","7","","48.3","","101.68","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 00:00","2022","04","03","00:00","7.7","","5.9","","89","","","","12","","8","","48.3","","101.62","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 01:00","2022","04","03","01:00","7.6","","5.0","","83","","","","12","","4","","32.2","","101.58","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 02:00","2022","04","03","02:00","7.0","","6.8","","99","","","","23","","6","","32.2","","101.50","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 03:00","2022","04","03","03:00","7.3","","7.3","","100","","","","14","","9","","32.2","","101.40","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 04:00","2022","04","03","04:00","7.4","","7.4","","100","","","","14","","11","","32.2","","101.31","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 05:00","2022","04","03","05:00","7.1","","4.8","","85","","","","14","","14","","32.2","","101.21","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 06:00","2022","04","03","06:00","7.1","","4.7","","84","","","","15","","15","","32.2","","101.09","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 07:00","2022","04","03","07:00","7.9","","4.2","","77","","","","14","","20","","48.3","","101.01","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 08:00","2022","04","03","08:00","8.4","","4.5","","77","","","","14","","19","","32.2","","100.97","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 09:00","2022","04","03","09:00","8.5","","5.4","","81","","","","13","","19","","48.3","","100.89","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 10:00","2022","04","03","10:00","8.8","","5.2","","78","","","","13","","24","","48.3","","100.81","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 11:00","2022","04","03","11:00","8.5","","7.6","","94","","","","14","","22","","32.2","","100.78","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 12:00","2022","04","03","12:00","8.6","","8.6","","100","","","","15","","14","","19.3","","100.77","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 13:00","2022","04","03","13:00","8.8","","8.8","","100","","","","14","","16","","19.3","","100.72","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 14:00","2022","04","03","14:00","8.9","","8.9","","100","","","","15","","16","","16.1","","100.66","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 15:00","2022","04","03","15:00","7.4","","7.4","","100","","","","24","","3","","16.1","","100.63","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 16:00","2022","04","03","16:00","7.8","","7.8","","100","","","","9","","9","","19.3","","100.53","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 17:00","2022","04","03","17:00","7.8","","6.9","","94","","","","28","","7","","19.3","","100.41","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 18:00","2022","04","03","18:00","7.2","","7.2","","100","","","","36","","2","","19.3","","100.25","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 19:00","2022","04","03","19:00","7.0","","7.0","","100","","","","12","","5","","12.9","","100.07","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 20:00","2022","04","03","20:00","6.8","","6.8","","100","","","","10","","10","","11.3","","99.88","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 21:00","2022","04","03","21:00","6.8","","6.8","","100","","","","12","","7","","11.3","","99.67","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 22:00","2022","04","03","22:00","6.7","","6.7","","100","","","","12","","7","","9.7","","99.42","","","","","","Rain,Fog"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-03 23:00","2022","04","03","23:00","6.7","","6.7","","100","","","","15","","7","","9.7","","99.23","","","","","","Moderate Rain,Fog"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 00:00","2022","04","04","00:00","7.6","","7.6","","100","","","","15","","28","","8.1","","99.05","","","","","","Moderate Rain,Fog"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 01:00","2022","04","04","01:00","7.5","","7.5","","100","","","","16","","35","","9.7","","98.99","","","","","","Moderate Rain,Fog"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 02:00","2022","04","04","02:00","7.8","","7.8","","100","","","","17","","31","","12.9","","99.02","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 03:00","2022","04","04","03:00","9.0","","4.9","","76","","","","23","","31","","24.1","","98.99","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 04:00","2022","04","04","04:00","7.6","","6.5","","93","","","","22","","21","","12.9","","98.96","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 05:00","2022","04","04","05:00","6.3","","3.1","","80","","","","27","","22","","32.2","","99.08","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 06:00","2022","04","04","06:00","6.3","","3.3","","81","","","","21","","25","","32.2","","99.14","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 07:00","2022","04","04","07:00","7.5","","0.7","","62","","","","22","","41","","32.2","","99.23","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 08:00","2022","04","04","08:00","6.1","","4.4","","89","","","","26","","15","","32.2","","99.34","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 09:00","2022","04","04","09:00","4.9","","3.5","","90","","","","23","","27","","32.2","","99.43","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 10:00","2022","04","04","10:00","5.0","","4.1","","94","","","","18","","24","","32.2","","99.45","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 11:00","2022","04","04","11:00","5.8","","2.4","","78","","","","24","","49","","24.1","","99.58","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 12:00","2022","04","04","12:00","6.9","","2.7","","75","","","","23","","38","","32.2","","99.61","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 13:00","2022","04","04","13:00","8.6","","3.8","","72","","","","27","","19","","24.1","","99.70","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 14:00","2022","04","04","14:00","8.1","","1.5","","63","","","","25","","43","","24.1","","99.77","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 15:00","2022","04","04","15:00","7.9","","3.1","","72","","","","22","","47","","24.1","","99.84","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 16:00","2022","04","04","16:00","6.1","","5.0","","93","","","","26","","19","","24.1","","99.96","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 17:00","2022","04","04","17:00","5.8","","3.7","","86","","","","22","","27","","24.1","","100.00","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 18:00","2022","04","04","18:00","6.5","","1.9","","73","","","","24","","30","","32.2","","100.08","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 19:00","2022","04","04","19:00","6.0","","3.2","","82","","","","23","","35","","19.3","","100.26","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 20:00","2022","04","04","20:00","5.5","","2.0","","78","","","","21","","17","","19.3","","100.32","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 21:00","2022","04","04","21:00","6.0","","1.7","","74","","","","24","","26","","24.1","","100.43","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 22:00","2022","04","04","22:00","5.6","","2.0","","77","","","","23","","32","","19.3","","100.56","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-04 23:00","2022","04","04","23:00","5.7","","2.7","","81","","","","22","","25","","24.1","","100.69","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 00:00","2022","04","05","00:00","5.2","","3.7","","90","","","","17","","18","","19.3","","100.81","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 01:00","2022","04","05","01:00","4.9","","3.7","","92","","","","18","","28","","19.3","","100.89","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 02:00","2022","04","05","02:00","5.7","","1.4","","74","","","","22","","19","","24.1","","101.01","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 03:00","2022","04","05","03:00","6.6","","0.4","","65","","","","24","","12","","24.1","","101.10","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 04:00","2022","04","05","04:00","6.2","","0.7","","68","","","","26","","13","","24.1","","101.22","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 05:00","2022","04","05","05:00","6.2","","0.9","","69","","","","25","","14","","32.2","","101.41","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 06:00","2022","04","05","06:00","6.2","","0.9","","69","","","","26","","19","","48.3","","101.52","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 07:00","2022","04","05","07:00","6.3","","0.3","","65","","","","26","","19","","32.2","","101.70","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 08:00","2022","04","05","08:00","6.9","","0.0","","61","","","","26","","26","","48.3","","101.87","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 09:00","2022","04","05","09:00","8.0","","-0.7","","54","","","","25","","22","","48.3","","102.02","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 10:00","2022","04","05","10:00","8.7","","0.4","","56","","","","27","","19","","48.3","","102.16","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 11:00","2022","04","05","11:00","10.6","","0.2","","48","","","","26","","25","","48.3","","102.27","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 12:00","2022","04","05","12:00","10.4","","-0.7","","46","","","","24","","24","","48.3","","102.35","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 13:00","2022","04","05","13:00","11.5","","-1.7","","40","","","","26","","20","","48.3","","102.39","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 14:00","2022","04","05","14:00","12.3","","-1.2","","39","","","","23","","21","","48.3","","102.46","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 15:00","2022","04","05","15:00","11.6","","-2.0","","39","","","","27","","22","","48.3","","102.54","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 16:00","2022","04","05","16:00","10.9","","-0.6","","45","","","","26","","23","","48.3","","102.57","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 17:00","2022","04","05","17:00","10.6","","0.2","","48","","","","30","","14","","48.3","","102.64","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 18:00","2022","04","05","18:00","9.5","","-1.3","","47","","","","25","","17","","48.3","","102.65","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 19:00","2022","04","05","19:00","7.8","","-0.9","","54","","","","25","","17","","32.2","","102.71","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 20:00","2022","04","05","20:00","6.8","","-0.9","","58","","","","26","","17","","32.2","","102.80","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 21:00","2022","04","05","21:00","6.0","","-1.0","","61","","","","26","","14","","32.2","","102.87","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 22:00","2022","04","05","22:00","5.5","","-0.3","","66","","","","28","","15","","32.2","","102.92","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-05 23:00","2022","04","05","23:00","4.8","","0.1","","71","","","","28","","14","","32.2","","102.98","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 00:00","2022","04","06","00:00","3.2","","2.1","","92","","","","26","","10","","32.2","","102.99","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 01:00","2022","04","06","01:00","2.3","","1.3","","93","","","","25","","7","","32.2","","103.04","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 02:00","2022","04","06","02:00","1.2","","1.2","","100","","","","25","","10","","32.2","","103.05","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 03:00","2022","04","06","03:00","1.5","","1.5","","100","","","","24","","12","","32.2","","103.07","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 04:00","2022","04","06","04:00","0.8","","0.8","","100","","","","25","","10","","32.2","","103.10","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 05:00","2022","04","06","05:00","1.0","","1.0","","100","","","","24","","12","","48.3","","103.12","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 06:00","2022","04","06","06:00","2.3","","2.1","","99","","","","29","","9","","48.3","","103.12","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 07:00","2022","04","06","07:00","3.2","","3.2","","100","","","","26","","6","","48.3","","103.13","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 08:00","2022","04","06","08:00","5.0","","3.0","","87","","","","29","","7","","48.3","","103.11","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 09:00","2022","04","06","09:00","6.3","","3.0","","79","","","","30","","8","","48.3","","103.12","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 10:00","2022","04","06","10:00","8.2","","1.4","","62","","","","6","","16","","48.3","","103.08","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 11:00","2022","04","06","11:00","8.9","","2.1","","63","","","","8","","10","","48.3","","103.06","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 12:00","2022","04","06","12:00","9.6","","1.1","","55","","","","7","","17","","48.3","","102.99","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 13:00","2022","04","06","13:00","10.4","","0.3","","50","","","","6","","8","","48.3","","102.95","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 14:00","2022","04","06","14:00","10.7","","0.2","","48","","","","5","","15","","48.3","","102.90","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 15:00","2022","04","06","15:00","10.9","","-1.4","","42","","","","6","","13","","48.3","","102.86","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 16:00","2022","04","06","16:00","11.3","","-2.1","","39","","","","3","","7","","48.3","","102.82","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 17:00","2022","04","06","17:00","11.0","","-0.1","","46","","","","36","","8","","48.3","","102.79","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 18:00","2022","04","06","18:00","10.2","","0.5","","51","","","","25","","7","","48.3","","102.73","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 19:00","2022","04","06","19:00","9.2","","1.2","","57","","","","27","","8","","48.3","","102.71","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 20:00","2022","04","06","20:00","8.7","","1.9","","62","","","","27","","6","","32.2","","102.68","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 21:00","2022","04","06","21:00","8.2","","2.2","","66","","","","26","","7","","32.2","","102.68","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 22:00","2022","04","06","22:00","7.8","","2.0","","67","","","","25","","5","","32.2","","102.64","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-06 23:00","2022","04","06","23:00","7.4","","2.5","","71","","","","27","","8","","32.2","","102.62","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-07 00:00","2022","04","07","00:00","7.2","","2.5","","72","","","","25","","9","","32.2","","102.57","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-07 01:00","2022","04","07","01:00","7.2","","3.3","","76","","","","26","","8","","32.2","","102.55","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-07 02:00","2022","04","07","02:00","6.4","","3.4","","81","","","","25","","9","","32.2","","102.49","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-07 03:00","2022","04","07","03:00","6.0","","3.2","","82","","","","26","","8","","32.2","","102.45","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-07 04:00","2022","04","07","04:00","5.3","","3.6","","89","","","","25","","9","","32.2","","102.41","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-07 05:00","2022","04","07","05:00","5.9","","4.1","","89","","","","26","","8","","32.2","","102.39","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-07 06:00","2022","04","07","06:00","5.1","","3.1","","87","","","","27","","8","","48.3","","102.37","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-07 07:00","2022","04","07","07:00","6.5","","5.2","","91","","","","29","","10","","48.3","","102.37","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-07 08:00","2022","04","07","08:00","8.1","","3.4","","72","","","","28","","9","","48.3","","102.34","","","","","","NA"
